"family","genus","species","lme","fao","level","FB_E_Code","source","type.length","taxo","b","a"
"Myctophidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Scomberesocidae","Scomberesox","saurus",8,27,"species",232,"fb","TL","spe-FAO",3.19300007820129,0.00150000001303852
"Nemichthyidae","Nemichthys","scolopaceus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.000412832509027794
"Stomiidae","Stomias","boa",8,27,"species",232,"fb","TL","gen-Ocean",3.23299992084503,0.000880000035976991
"Synaphobranchidae","Simenchelys","parasitica",8,27,"species",232,"fb","TL","spe-Ocean",2.50999999046326,0.0122999995946884
"Psychrolutidae","Cottunculus","thomsonii",8,27,"species",232,"fb","TL","fam-Ocean",3.00725001096725,0.0201999999117106
"Notacanthidae","Notacanthus","bonaparte",8,27,"species",232,"fb","TL","spe-FAO",3.05999994277954,0.00120000005699694
"Rhinochimaeridae","Rhinochimaera","atlantica",8,27,"species",232,"fb","TL","fam-Ocean",3.39000010490417,0.000701999990269542
"Zoarcidae","Melanostigma","atlanticum",8,27,"species",232,"fb","TL","fam-LME",3.49500000476837,0.00144349999027327
"Stomiidae","Chauliodus","sloani",8,27,"species",232,"fb","TL","spe-FAO",3.1800000667572,0.000899999984540045
"Pentanchidae","Apristurus","profundorum",8,27,"species",232,"fb","TL","gen-Ocean",3.13000011444092,0.00234999996609986
"Polynemidae","Pentanemus","quinquarius",8,27,"species",232,"fb","TL","spe-Ocean",3.44349998235703,0.00216249996447004
"Chlorophthalmidae","Parasudis","truculenta",8,27,"species",232,"fb","TL","spe-Ocean",3.23900008201599,0.0028800000436604
"Labridae","Tautogolabrus","adspersus",8,27,"species",232,"fb","TL","spe-Ocean",3.37800002098083,0.00274999998509884
"Zeidae","Zenopsis","conchifer",7,27,"species",233,"fb","TL","spe-FAO",3.06150007247925,0.0186149996006861
"Lamnidae","Lamna","nasus",7,27,"species",233,"fb","TL","spe-LME",2.96399998664856,0.0148000000044703
"Rajidae","Dipturus","laevis",7,27,"species",233,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Cottidae","Myoxocephalus","aenaeus",8,27,"species",232,"fb","TL","gen-LME",3.08100008964539,0.00639000022783875
"Osmeridae","Mallotus","villosus",7,27,"species",233,"fb","TL","spe-Ocean",3.33000004291534,0.00180500006536022
"Pleuronectidae","Reinhardtius","hippoglossoides",7,27,"species",233,"fb","TL","spe-LME",3.25780010223389,0.0030280000064522
"Labridae","Tautogolabrus","adspersus",7,27,"species",233,"fb","TL","spe-LME",3.37800002098083,0.00274999998509884
"Liparidae","Liparis","atlanticus",8,27,"species",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Osmeridae","Osmerus","mordax",7,27,"species",233,"fb","TL","spe-LME",3.03599989414215,0.00422999984584749
"Liparidae","Liparis","fabricii",8,27,"species",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Stomiidae","Stomias","boa boa",8,27,"species",232,"fb","TL","spe-Ocean",3.35999989509583,0.000500000023748726
"Liparidae","Paraliparis","copei",8,27,"species",232,"fb","TL","fam-Ocean",3.14856873452663,0.0151405590804643
"Sternoptychidae",NA,"",8,27,"family",232,"fb","TL","fam-Ocean",3.18349997202555,0.0152396423315319
"Torpedinidae","Tetronarce","nobiliana",8,27,"species",232,"fb","TL","spe-FAO",2.86500000953674,0.0317699983716011
"Callionymidae","Foetorepus","agassizii",8,27,"species",232,"fb","TL","fam-FAO",2.57766668001811,0.0322553334136804
"Paralichthyidae","Hippoglossina","oblonga",8,27,"species",232,"fb","TL","gen-Ocean",3.17000007629395,0.00700000021606684
"Macrouridae","Trachyrincus","murrayi",8,27,"species",232,"fb","TL","gen-FAO",3.23200011253357,0.00129000004380941
"Rhinochimaeridae","Harriotta","raleighana",8,27,"species",232,"fb","TL","gen-Ocean",3.39000010490417,0.000701999990269542
"Synaphobranchidae",NA,"",8,27,"family",232,"fb","TL","fam-Ocean",3.18617142949785,0.00218985707761021
"Paralepididae","Magnisudis","atlantica",8,27,"species",232,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Myctophidae","Myctophum","",8,27,"genus",232,"fb","TL","gen-Ocean",2.53575003147125,0.0388667250517756
"Etmopteridae","Etmopterus","princeps",8,27,"species",232,"fb","TL","gen-FAO",3.09200000762939,0.00308499997481704
"Paralichthyidae","Citharichthys","arctifrons",7,27,"species",233,"fb","TL","gen-LME",2.97399997711182,0.0107000004500151
"Ogcocephalidae","Dibranchus","atlanticus",8,27,"species",232,"fb","TL","spe-Ocean",3.0514999628067,0.0131199997849762
"Clupeidae","Alosa","aestivalis",7,27,"species",233,"fb","TL","gen-LME",2.98566667238871,0.00902023161983206
"Cottidae","Icelus","bicornis",8,27,"species",232,"fb","TL","gen-Ocean",3.0489000082016,0.0177499992423691
"Sternoptychidae","Argyropelecus","aculeatus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0160000007599592
"Gadidae","Micromesistius","poutassou",8,27,"species",232,"fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"Stichaeidae","Leptoclinus","maculatus",8,27,"species",232,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Macrouridae","Malacocephalus","occidentalis",8,27,"species",232,"fb","TL","spe-Ocean",3.81433335940043,0.000206666663871147
"Liparidae","Liparis","",8,27,"genus",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Zoarcidae","Lycodes","terraenovae",8,27,"species",232,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Liparidae","Liparis","gibbus",8,27,"species",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Liparidae","Liparis","coheni",8,27,"species",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Macrouridae","Macrourus","berglax",8,27,"species",232,"fb","TL","spe-FAO",2.93849992752075,0.0122299999929965
"Zoarcidae","Lycodes","esmarkii",8,27,"species",232,"fb","TL","spe-FAO",4.09569978713989,9.99999974737875e-05
"Stichaeidae","Eumesogrammus","praecisus",8,27,"species",232,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Ammodytidae","Ammodytes","",8,27,"genus",232,"fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"Cottidae","Artediellus","",8,27,"genus",232,"fb","TL","fam-LME",3.08100008964539,0.00639000022783875
"Scomberesocidae","Scomberesox","saurus saurus",8,27,"species",232,"fb","TL","gen-FAO",3.19300007820129,0.00150000001303852
"Stichaeidae","Lumpenus","lampretaeformis",7,27,"species",233,"fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"Ammodytidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",2.55999994277954,0.00980000011622906
"Petromyzontidae","Petromyzon","marinus",7,27,"species",233,"fb","TL","spe-Ocean",3,0.00208000000566244
"Cottidae","Artediellus","",7,27,"genus",233,"fb","TL","fam-LME",2.99749994277954,0.0156049996148795
"Liparidae","Careproctus","reinhardti",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0181452427059412
"Ipnopidae","Bathypterois","dubius",8,27,"species",232,"fb","TL","spe-Ocean",3.28999996185303,0.00161000003572553
"Stomiidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Zoarcidae","Melanostigma","atlanticum",7,27,"species",233,"fb","TL","fam-FAO",3.26167494058609,0.00362999997560109
"Zoarcidae","Lycodes","lavalaei",8,27,"species",232,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Liparidae","Liparis","fabricii",7,27,"species",233,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Cottidae","Artediellus","uncinatus",7,27,"species",233,"fb","TL","fam-LME",2.99749994277954,0.0156049996148795
"Pholidae","Pholis","gunnellus",7,27,"species",233,"fb","TL","spe-FAO",3.01799988746643,0.00430000014603138
"Liparidae","Liparis","inquilinus",7,27,"species",233,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Moridae","Antimora","rostrata",8,27,"species",232,"fb","TL","spe-FAO",3.56149995326996,0.000850000011269003
"Bathylagidae","Bathylagus","euryops",8,27,"species",232,"fb","TL","gen-Ocean",3.11474996805191,0.00638500007335097
"Triglidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.0871190457117,0.00851166666307974
"Sternoptychidae","Maurolicus","muelleri",8,27,"species",232,"fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"Anguillidae",NA,"",8,27,"family",232,"fb","TL","fam-LME",3.00750005245209,0.00225499999942258
"Sternoptychidae","Sternoptyx","diaphana",8,27,"species",232,"fb","TL","fam-Ocean",3.18349997202555,0.0152396423315319
"Sternoptychidae","Polyipnus","asteroides",8,27,"species",232,"fb","TL","spe-Ocean",2.54999995231628,0.0347700007259846
"Liparidae","Careproctus","longipinnis",8,27,"species",232,"fb","TL","gen-Ocean",3.21040997505188,0.0139745242311619
"Pleuronectidae","Platichthys","flesus",8,27,"species",232,"fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"Phycidae","Urophycis","regia",8,27,"species",232,"fb","TL","gen-Ocean",3.17340002059937,0.00466874404810369
"Chlorophthalmidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.09449994564056,0.00553000008221716
"Agonidae",NA,"",8,27,"family",232,"fb","TL","fam-Ocean",2.81417999267578,0.0130234304349869
"Cottidae","Icelus","spatula",8,27,"species",232,"fb","TL","gen-Ocean",3.0489000082016,0.0177499992423691
"Rajidae","Dipturus","laevis",8,27,"species",232,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Anarhichadidae","Anarhichas","minor",7,27,"species",233,"fb","TL","gen-FAO",3.15966669718424,0.00510000018402934
"Scomberesocidae","Scomberesox","saurus saurus",7,27,"species",233,"fb","TL","gen-FAO",3.19300007820129,0.00150000001303852
"Ammodytidae","Ammodytes","dubius",7,27,"species",233,"fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"Gadidae","Gadus","macrocephalus",8,27,"species",232,"fb","TL","spe-FAO",2.73600002129873,0.223500004426266
"Cottidae","Icelus","spatula",7,27,"species",233,"fb","TL","gen-Ocean",3.0489000082016,0.0177499992423691
"Sparidae","Stenotomus","chrysops",7,27,"species",233,"fb","TL","spe-Ocean",3,0.0226063095033169
"Clupeidae","Brevoortia","tyrannus",7,27,"species",233,"fb","TL","spe-LME",3,0.016100000590086
"Torpedinidae","Tetronarce","nobiliana",7,27,"species",233,"fb","TL","spe-FAO",2.86500000953674,0.0317699983716011
"Clupeidae","Brevoortia","tyrannus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.016100000590086
"Notacanthidae","Polyacanthonotus","rissoanus",8,27,"species",232,"fb","TL","gen-Ocean",3,0.00112999998964369
"Trichiuridae","Benthodesmus","simonyi",8,27,"species",232,"fb","TL","spe-Ocean",3.67400002479553,9.99999974737875e-06
"Cynoglossidae","Symphurus","diomedeanus",8,27,"species",232,"fb","TL","gen-FAO",2.98300004005432,0.00769999995827675
"Myctophidae","Diaphus","dumerilii",8,27,"species",232,"fb","TL","spe-Ocean",3.01799988746643,0.00595000013709068
"Callionymidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",2.57766668001811,0.0322553334136804
"Bothidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.14766667286555,0.00801749996996174
"Zoarcidae","Gymnelus","viridis",8,27,"species",232,"fb","TL","spe-LME",3.49500000476837,0.00144349999027327
"Cottidae","Gymnocanthus","tricuspis",8,27,"species",232,"fb","TL","gen-Ocean",3.0569999899183,0.0137957144262535
"Agonidae","Aspidophoroides","olrikii",8,27,"species",232,"fb","TL","fam-Ocean",2.81417999267578,0.0130234304349869
"Carangidae","Naucrates","ductor",8,27,"species",232,"fb","TL","fam-FAO",2.92204544760964,0.0169281816448678
"Agonidae",NA,"",7,27,"family",233,"fb","TL","fam-LME",3,0.00503000011667609
"Peristediidae","Peristedion","miniatum",8,27,"species",232,"fb","TL","spe-Ocean",2.35999989509583,0.047189999371767
"Cynoglossidae","Symphurus","",8,27,"genus",232,"fb","TL","gen-FAO",2.98300004005432,0.00769999995827675
"Merlucciidae","Merluccius","albidus",7,27,"species",233,"fb","TL","spe-Ocean",3.35500001907349,0.00209999992512167
"Stichaeidae","Stichaeus","punctatus",8,27,"species",232,"fb","TL","gen-Ocean",2.76473335425059,0.0791400020631651
"Zoarcidae","Lycenchelys","verrillii",7,27,"species",233,"fb","TL","gen-FAO",2.90100002288818,0.00252000009641051
"Ogcocephalidae","Halieutichthys","aculeatus",8,27,"species",232,"fb","TL","fam-Ocean",2.90433327356974,0.0188133334740996
"Paralichthyidae","Paralichthys","dentatus",8,27,"species",232,"fb","TL","gen-Ocean",3.21216843002721,0.00583982956595719
"Polymixiidae","Polymixia","nobilis",8,27,"species",232,"fb","TL","spe-Ocean",3.23300004005432,0.00680000009015203
"Pholidae","Pholis","gunnellus",8,27,"species",232,"fb","TL","spe-FAO",3.01799988746643,0.00430000014603138
"Liparidae","Liparis","gibbus",7,27,"species",233,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Myctophidae",NA,"",7,27,"family",233,"fb","TL","fam-LME",3,0.00682999985292554
"Chlorophthalmidae","Chlorophthalmus","agassizi",7,27,"species",233,"fb","TL","spe-FAO",3.09449994564056,0.00553000008221716
"Polynemidae","Pentanemus","quinquarius",7,27,"species",233,"fb","TL","spe-Ocean",3.44349998235703,0.00216249996447004
"Sternoptychidae","Maurolicus","muelleri",7,27,"species",233,"fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"Chlorophthalmidae","Parasudis","truculenta",7,27,"species",233,"fb","TL","spe-Ocean",3.23900008201599,0.0028800000436604
"Stichaeidae","Leptoclinus","maculatus",7,27,"species",233,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Liparidae","Liparis","atlanticus",7,27,"species",233,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Gonostomatidae","Sigmops","elongatus",8,27,"species",232,"fb","TL","fam-Ocean",2.96399998664856,0.00473000016063452
"Serrivomeridae","Serrivomer","",8,27,"genus",232,"fb","TL","gen-Ocean",3,0.00101000000722706
"Myctophidae","Lampanyctus","pusillus",8,27,"species",232,"fb","TL","gen-FAO",2.98000001907349,0.00510000018402934
"Sternoptychidae","Argyropelecus","",8,27,"genus",232,"fb","TL","gen-Ocean",3.14749997854233,0.0137569633079693
"Carangidae","Selene","setapinnis",7,27,"species",233,"fb","TL","spe-Ocean",2.76580004692078,0.0180279998108745
"Chiasmodontidae","Chiasmodon","niger",8,27,"species",232,"fb","TL","fam-Ocean",2.89800000190735,0.0136000001803041
"Myctophidae","Benthosema","",8,27,"genus",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Cyclopteridae","Eumicrotremus","spinosus",7,27,"species",233,"fb","TL","spe-Ocean",3.25530004501343,0.0297200009226799
"Cottidae","Myoxocephalus","aenaeus",7,27,"species",233,"fb","TL","gen-FAO",3.1554000377655,0.0131666668069859
"Zoarcidae","Lycodichthys","dearborni",8,27,"species",232,"fb","TL","fam-LME",3.49500000476837,0.00144349999027327
"Liparidae","Liparis","tunicatus",7,27,"species",233,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Cottidae","Myoxocephalus","scorpius",7,27,"species",233,"fb","TL","spe-FAO",3.25700008869171,0.00830000010319054
"Myctophidae","Myctophum","punctatum",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00803690031170845
"Myctophidae","Benthosema","glaciale",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Myctophidae","Notoscopelus","resplendens",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Trichiuridae","Aphanopus","carbo",8,27,"species",232,"fb","TL","spe-FAO",3.37099997202555,0.000243666669121012
"Sternoptychidae","Polyipnus","",8,27,"genus",232,"fb","TL","gen-Ocean",2.54999995231628,0.0347700007259846
"Molidae","Mola","mola",8,27,"species",232,"fb","TL","spe-FAO",3.02499997615814,0.0516999997198582
"Chlorophthalmidae",NA,"",7,27,"family",233,"fb","TL","fam-FAO",3.09449994564056,0.00553000008221716
"Tetraodontidae","Sphoeroides","maculatus",7,27,"species",233,"fb","TL","gen-LME",3.11299999554952,0.014600000033776
"Liparidae","Careproctus","ranula",7,27,"species",233,"fb","TL","gen-LME",3,0.0129000004380941
"Cottidae","Triglops","pingelii",8,27,"species",232,"fb","TL","gen-Ocean",3,0.00880332756787539
"Grammicolepididae","Xenolepidichthys","dalgleishi",8,27,"species",232,"fb","TL","spe-Ocean",2.89100003242493,0.0245149992406368
"Somniosidae","Centroscymnus","coelolepis",8,27,"species",232,"fb","TL","spe-Ocean",3.25999999046326,0.011852999945404
"Alepocephalidae","Xenodermichthys","copei",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00587228033691645
"Stomiidae","Melanostomias","",8,27,"genus",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Stomiidae","Malacosteus","niger",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00544101232662797
"Centriscidae","Macroramphosus","scolopax",8,27,"species",232,"fb","TL","spe-FAO",2.88499999046326,0.012799999754255
"Osmeridae","Osmerus","mordax",8,27,"species",232,"fb","TL","spe-Ocean",3.03599989414215,0.00422999984584749
"Gasterosteidae","Gasterosteus","aculeatus aculeatus",7,27,"species",233,"fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"Lotidae","Gaidropsarus","ensis",8,27,"species",232,"fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"Centrolophidae","Hyperoglyphe","perciformis",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0233999993652105
"Halosauridae","Halosauropsis","macrochir",8,27,"species",232,"fb","TL","spe-Ocean",3.30399990081787,0.000274999998509884
"Alepocephalidae","Alepocephalus","agassizii",8,27,"species",232,"fb","TL","gen-FAO",3.14499998092651,0.0039000001270324
"Alepocephalidae","Rouleina","attrita",8,27,"species",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Melamphaidae","Scopelogadus","beanii",8,27,"species",232,"fb","TL","fam-Ocean",3,0.0114783151075244
"Alepocephalidae","Bajacalifornia","megalops",8,27,"species",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Chimaeridae","Hydrolagus","affinis",8,27,"species",232,"fb","TL","gen-Ocean",3.08799997965495,0.00474833320671072
"Halosauridae","Aldrovandia","affinis",8,27,"species",232,"fb","TL","fam-Ocean",3.30399990081787,0.000274999998509884
"Halosauridae","Aldrovandia","phalacra",8,27,"species",232,"fb","TL","fam-Ocean",3.30399990081787,0.000274999998509884
"Myctophidae","Symbolophorus","veranyi",8,27,"species",232,"fb","TL","spe-Ocean",2.91199994087219,0.015599999576807
"Gonostomatidae","Sigmops","bathyphilus",8,27,"species",232,"fb","TL","fam-Ocean",2.96399998664856,0.00473000016063452
"Myctophidae","Lampanyctus","macdonaldi",8,27,"species",232,"fb","TL","gen-FAO",2.98000001907349,0.00510000018402934
"Serrivomeridae","Serrivomer","beanii",8,27,"species",232,"fb","TL","gen-Ocean",3,0.00101000000722706
"Notosudidae","Scopelosaurus","lepidus",8,27,"species",232,"fb","TL","gen-Ocean",3.50499999523163,0.000881999992998317
"Melamphaidae","Melamphaes","suborbitalis",8,27,"species",232,"fb","TL","fam-Ocean",3,0.0114783151075244
"Synaphobranchidae","Ilyophis","brunneus",8,27,"species",232,"fb","TL","fam-Ocean",3.18617142949785,0.00218985707761021
"Macrouridae","Coryphaenoides","carapinus",8,27,"species",232,"fb","TL","gen-Ocean",2.48669993877411,0.0196850001811981
"Moridae","Halargyreus","johnsonii",8,27,"species",232,"fb","TL","fam-FAO",3.51499996185303,0.00120000002207234
"Pentanchidae","Apristurus","laurussonii",8,27,"species",232,"fb","TL","gen-Ocean",3.13000011444092,0.00234999996609986
"Paralepididae","Arctozenus","risso",7,27,"species",233,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Liparidae","Careproctus","reinhardti",7,27,"species",233,"fb","TL","spe-Ocean",3,0.0181452427059412
"Liparidae","Careproctus","",7,27,"genus",233,"fb","TL","gen-LME",3,0.0129000004380941
"Grammicolepididae","Grammicolepis","brachiusculus",8,27,"species",232,"fb","TL","spe-Ocean",2.71000003814697,0.031199999153614
"Nemichthyidae","Nemichthys","scolopaceus",7,27,"species",233,"fb","TL","spe-Ocean",3,0.000412832509027794
"Zoarcidae",NA,"",8,27,"family",232,"fb","TL","fam-LME",3.49500000476837,0.00144349999027327
"Sternoptychidae","Argyropelecus","gigas",8,27,"species",232,"fb","TL","gen-Ocean",3.14749997854233,0.0137569633079693
"Macrouridae","Nezumia","",8,27,"genus",232,"fb","TL","gen-FAO",3.23300004005432,0.000899999984540045
"Paralepididae","Paralepis","elongata",8,27,"species",232,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Lotidae","Gaidropsarus","argentatus",8,27,"species",232,"fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"Myctophidae","Notoscopelus","kroyeri",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Bythitidae","Cataetyx","laticeps",8,27,"species",232,"fb","TL","fam-Ocean",2.91899991035461,0.0148000000044703
"Eurypharyngidae","Eurypharynx","pelecanoides",8,27,"species",232,"fb","TL","spe-Ocean",3,0.000581470609176904
"Oreosomatidae","Neocyttus","helgae",8,27,"species",232,"fb","TL","gen-Ocean",2.96300005912781,0.0240500001236796
"Myctophidae","Lampadena","speculigera",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Pentanchidae","Apristurus","",8,27,"genus",232,"fb","TL","gen-Ocean",3.13000011444092,0.00234999996609986
"Paralepididae","Paralepis","",8,27,"genus",232,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Alepocephalidae","Rouleina","maderensis",8,27,"species",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Ophidiidae","Dicrolene","introniger",8,27,"species",232,"fb","TL","fam-Ocean",3.11386402130127,0.00762241686810739
"Ipnopidae","Bathypterois","longipes",8,27,"species",232,"fb","TL","gen-Ocean",3.28999996185303,0.00161000003572553
"Moridae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.51499996185303,0.00120000002207234
"Alepocephalidae","Alepocephalus","bairdii",8,27,"species",232,"fb","TL","spe-Ocean",3.20850002765656,0.00296000007074326
"Stomiidae","Borostomias","antarcticus",8,27,"species",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Chiasmodontidae","Chiasmodon","",8,27,"genus",232,"fb","TL","fam-Ocean",2.89800000190735,0.0136000001803041
"Macrouridae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.05175000429153,0.104886247368995
"Anoplogastridae","Anoplogaster","cornuta",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0193857084959745
"Stomiidae","Borostomias","",8,27,"genus",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Stomiidae","Aristostomias","",8,27,"genus",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Synodontidae","Saurida","brasiliensis",8,27,"species",232,"fb","TL","spe-Ocean",2.96249997615814,0.0059950000140816
"Ipnopidae","Bathypterois","",8,27,"genus",232,"fb","TL","gen-Ocean",3.28999996185303,0.00161000003572553
"Alepocephalidae","Conocara","salmoneum",8,27,"species",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Moridae","Laemonema","",8,27,"genus",232,"fb","TL","gen-Ocean",3.02470001307401,0.00634000002702867
"Parazenidae","Cyttopsis","rosea",8,27,"species",232,"fb","TL","spe-Ocean",3.04399991035461,0.0116699999198318
"Petromyzontidae","Petromyzon","marinus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00208000000566244
"Ipnopidae","Bathypterois","quadrifilis",8,27,"species",232,"fb","TL","gen-Ocean",3.28999996185303,0.00161000003572553
"Macrouridae","Coryphaenoides","",8,27,"genus",232,"fb","TL","gen-Ocean",2.48669993877411,0.0196850001811981
"Ophidiidae","Bassogigas","gillii",8,27,"species",232,"fb","TL","fam-Ocean",3.11386402130127,0.00762241686810739
"Stomiidae","Photostomias","guernei",8,27,"species",232,"fb","TL","fam-FAO",3.1800000667572,0.000899999984540045
"Ophidiidae",NA,"",8,27,"family",232,"fb","TL","fam-Ocean",3.11386402130127,0.00762241686810739
"Gonostomatidae",NA,"",8,27,"family",232,"fb","TL","fam-Ocean",2.96399998664856,0.00473000016063452
"Myctophidae","Hygophum","hygomii",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Liparidae","Paraliparis","garmani",8,27,"species",232,"fb","TL","fam-Ocean",3.14856873452663,0.0151405590804643
"Phosichthyidae","Vinciguerria","nimbaria",8,27,"species",232,"fb","TL","fam-FAO",3.1159999370575,0.00337000004947186
"Ipnopidae","Bathypterois","phenax",8,27,"species",232,"fb","TL","gen-Ocean",3.28999996185303,0.00161000003572553
"Rajidae","Amblyraja","jenseni",8,27,"species",232,"fb","TL","gen-FAO",2.19000005722046,0.157000005245209
"Ipnopidae","Bathypterois","grallator",8,27,"species",232,"fb","TL","gen-Ocean",3.28999996185303,0.00161000003572553
"Oneirodidae","Oneirodes","",8,27,"genus",232,"fb","TL","gen-Ocean",2.42120003700256,0.217999994754791
"Myctophidae","Notoscopelus","bolini",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Myctophidae","Lobianchia","dofleini",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Myctophidae","Taaningichthys","minimus",8,27,"species",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Chiasmodontidae","Pseudoscopelus","",8,27,"genus",232,"fb","TL","gen-Ocean",2.89800000190735,0.0136000001803041
"Alepocephalidae","Rouleina","",8,27,"genus",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Notacanthidae","Lipogenys","gillii",8,27,"species",232,"fb","TL","fam-FAO",3.05999994277954,0.00120000005699694
"Gonostomatidae","Cyclothone","",8,27,"genus",232,"fb","TL","fam-Ocean",2.96399998664856,0.00473000016063452
"Alepocephalidae","Alepocephalus","",8,27,"genus",232,"fb","TL","gen-FAO",3.14499998092651,0.0039000001270324
"Myctophidae","Lampanyctus","photonotus",8,27,"species",232,"fb","TL","gen-FAO",2.98000001907349,0.00510000018402934
"Myctophidae","Lampadena","",8,27,"genus",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Nomeidae","Cubiceps","gracilis",8,27,"species",232,"fb","TL","gen-Ocean",2.83937501907349,0.00556415003939037
"Alepisauridae","Alepisaurus","brevirostris",8,27,"species",232,"fb","TL","gen-Ocean",3,0.00465000001713634
"Rajidae",NA,"",8,27,"family",232,"fb","TL","fam-FAO",3.18007409131085,0.00863259279867634
"Melamphaidae","Poromitra","crassiceps",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0114783151075244
"Melamphaidae","Scopeloberyx","robustus",8,27,"species",232,"fb","TL","fam-Ocean",3,0.0114783151075244
"Alepocephalidae","Bathytroctes","microlepis",8,27,"species",232,"fb","TL","fam-FAO",3.14499998092651,0.0039000001270324
"Rajidae","Leucoraja","",7,27,"genus",233,"fb","TL","gen-LME",3.25100004673004,0.00237500004004687
"Serranidae","Anthias","nicholsi",8,27,"species",232,"fb","TL","gen-FAO",2.61100006103516,0.0241999998688698
"Melamphaidae","Scopelogadus","",8,27,"genus",232,"fb","TL","fam-Ocean",3,0.0114783151075244
"Nettastomatidae","Venefica","procera",8,27,"species",232,"fb","TL","gen-Ocean",2.81299996376038,0.000390000001061708
